6480.8,-2145.5,-2145.5
6449.36268807055,-1975.96796623384,-1975.96796623384
6389.96577472319,-1797.86959279809,-1797.86959279809
6302.87247604841,-1611.97858885427,-1611.97858885427
6188.46585752327,-1419.10209725169,-1419.10209725169
6047.24707997003,-1220.07717721498,-1220.07717721498
5879.8331395657,-1015.76716383818,-1015.76716383818
5686.95411319216,-807.057920343725,-807.057920343725
5469.44992242815,-594.853999417124,-594.853999417124
5228.26663141038,-380.074730201875,-380.074730201875
4964.45229564313,-163.650247754474,-163.650247754474
4679.15238057556,53.4825181154553,53.4825181154553
4373.60477043388,270.383877614944,270.383877614944
4049.13438934783,486.115422345965,486.115422345965
3707.14745826743,699.744056352437,699.744056352437
3349.12541252079,910.346000020438,910.346000020438
2976.61850610411,1117.01075020659,1117.01075020659
2591.23912993985,1318.84498021208,1318.84498021208
2194.6548723582,1514.97636352924,1514.97636352924
1788.58135098275,1704.55730564286,1704.55730564286
1374.77484600772,1886.76856858242,1886.76856858242
955.024765543555,2060.82277338905,2060.82277338905
531.145974305354,2225.96776616877,2225.96776616877
104.971017378735,2381.48983397094,2381.48983397094
-321.65772882904,2526.71675733291,2526.71675733291
-746.895946103355,2661.02068698545,2661.02068698545
-1168.90527190788,2783.82083290393,2783.82083290393
-1585.86117232524,2894.58595462361,2894.58595462361
-1995.96075801424,2992.83664250641,2992.83664250641
-2397.4305109538,3078.14738045649,3078.14738045649
-2788.53389003353,3150.14838141875,3150.14838141875
-3167.57878399254,3208.52718787416,3208.52718787416
-3532.92478071541,3253.03003044536,3253.03003044536
-3882.99022255816,3283.46293866418,3283.46293866418
-4216.25901811742,3299.69259891057,3299.69259891057
-4531.28718172267,3301.64695551788,3301.64695551788
-4826.70907290733,3289.31555204725,3289.31555204725
-5101.24330920881,3262.74961075904,3262.74961075904
-5353.69832680949,3222.0618493542,3222.0618493542
-5582.97756487966,3167.42603511245,3167.42603511245
-5788.08425083094,3099.076277627,3099.076277627
-5968.12576524892,3017.30606240452,3017.30606240452
-6122.31756684655,2922.46702868243,2922.46702868243
-6249.98665950047,2814.96749589289,2814.96749589289
-6350.57458523109,2695.27074427459,2695.27074427459
-6423.63992886735,2563.8930562032,2563.8930562032
-6468.86032211424,2421.40152586056,2421.40152586056
-6486.03393678585,2268.41164589775,2268.41164589775
-6475.0804590859,2105.58468075987,2105.58468075987
-6436.04153899992,1933.62483732191,1933.62483732191
-6369.08071110065,1753.27624443821,1753.27624443821
-6274.48278535101,1565.3197539154,1565.3197539154
-6152.65270881045,1370.56957629269,1370.56957629269
-6004.11390149561,1169.86976562616,1169.86976562616
-5829.50607200868,964.090568241252,964.090568241252
-5629.58252091184,754.124651120959,754.124651120959
-5405.20694218637,540.883226239273,540.883226239273
-5157.34973544557,325.292087713728,325.292087713728
-4887.08384388218,108.287579155591,108.287579155591
-4595.58013517751,-109.187490995873,-109.187490995873
-4284.10234480546,-326.187968024089,-326.187968024089
-3954.00160327987,-541.770484996999,-541.770484996999
-3606.71057093576,-754.997593800586,-754.997593800586
-3243.73720576816,-964.941874537313,-964.941874537313
-2866.6581916817,-1170.69000470262,-1170.69000470262
-2477.11205620397,-1371.34676967015,-1371.34676967015
-2076.79200828092,-1566.03899622784,-1566.03899622784
-1667.4385281936,-1753.91939121151,-1753.91939121151
-1250.83174290244,-1934.17026768044,-1934.17026768044
-828.783621215767,-2106.00714157427,-2106.00714157427
-403.13002412112,-2268.68218236481,-2268.68218236481
