1986.2,6388.2,-1237.2
1686.1005926142,6397.63117251091,-1583.91636247602
1378.31965134986,6377.91592091962,-1923.41666257757
1064.25850207801,6329.14001839895,-2254.15297143553
745.347333032785,6251.52081678333,-2574.61655480426
423.038823708525,6145.4063648812,-2883.34464145837
98.8016662792784,6011.2739564527,-3178.92700163532
-225.885993993821,5849.728111969,-3460.01230765679
-549.543172562798,5661.49800034759,-3725.31424961325
-870.692686281492,5447.4343090124,-3973.61737959026
-1187.86779332005,5208.50557275407,-4203.78265868832
-1499.61880419637,4945.79397419069,-4414.75268185346
-1804.51963608029,4660.49063044996,-4605.55655683356
-2101.17428132789,4353.89038384095,-4775.31441393472
-2388.22316328913,4027.38611453312,-4923.24152576281
-2664.34934938305,3682.46259849962,-5048.65201553344
-2928.28459504429,3320.68993277809,-5150.96213598302
-3178.81518997577,2943.71655466203,-5229.6931009416
-3414.7875794731,2553.26188283217,-5284.47345390709
-3635.11373412763,2151.10861056367,-5315.04095974112
-3838.77624249604,1739.09468189453,-5321.24400747507
-4024.8331005506,1319.10498645918,-5303.0425139723
-4192.42217460562,893.062807287409,-5260.50832070371
-4340.76531435157,462.92105950037,-5193.82507780896
-4469.17209422652,30.6533590515154,-5103.28761210067
-4577.04316296726,-401.75503838951,-4989.30077802459
-4663.87318256635,-832.316386600134,-4852.37779310108
-4729.2533397195,-1259.04964346647,-4693.13806189264
-4772.87341465814,-1679.98966760561,-4512.30449514421
-4794.52339430148,-2093.19637279578,-4310.7003334009
-4794.09461880548,-2496.76379573076,-4089.2454870282
-4771.58045283297,-2888.82903230912,-3848.95240728407
-4727.07647527229,-3267.58099820886,-3590.92150553207
-4660.78018348395,-3631.26896948979,-3316.33614036606
-4572.99021085347,-3978.2108594108,-3026.45719524457
-4464.10505871127,-4306.80118981967,-2722.61727064337
-4334.62134674436,-4615.51871466288,-2406.21451866447
-4185.13158834954,-4902.93365655818,-2078.70614882759
-4016.32149985752,-5167.71451864197,-1741.60163589702
-3828.96685578848,-5408.63443489389,-1396.45566373219
-3623.92990446754,-5624.57702571747,-1044.86083965911
-3402.15536050427,-5814.54172795575,-688.440215022395
-3164.66599399755,-5977.64857034077,-328.839650401567
-2912.55783785175,-6113.14236937149,32.2799364770036
-2646.99503702468,-6220.39632333886,393.250400821774
-2369.20436581763,-6298.91498545924,752.404238710299
-2080.46944084177,-6348.33660074809,1108.08245300982
-1782.12465933867,-6368.43479464567,1458.64237694311
-1475.54889375218,-6359.11960514763,1802.465415619
-1162.15897509527,-6320.43785379775,2137.9646659465
-843.402998512601,-6252.57285469631,2463.59237645456
-520.753485383917,-6155.843464265,2777.84720942919
-195.700436901779,-6030.70247817204,3079.28126911492
130.255685206551,-5877.73438549361,3366.506860901
455.611015376667,-5697.65249354968,3638.20294851867
778.865342644504,-5491.29544028225,3893.1212778774
1098.52913559248,-5259.62311414809,4130.09213837772
1413.13049872249,-5003.71200474941,4348.02973448856
1721.22202636141,-4724.75000994583,4545.93714310815
2021.38752058353,-4424.03072815601,4722.91083428234
2312.24854092936,-4102.94726688183,4878.14473560053
2592.47075511302,-3762.98560045238,5010.93382327312
2860.77006114682,-3405.71751201283,5120.67722541165
